Order_ID,Branch_Start,Branch_Drop,Pengirim,Penerima,Alamat Penerima,Weather_Condition,Vehicle_Type,Category,arrival_status,Start_Latitude,Start_Longitude,Drop_Latitude,Drop_Longitude,Quantity,Weight,Vehicle_Type_Assigned
xfal754799424,Dago,Tebing Tinggi,Alexandra Clark,Casey Hunt,"Buah Batu No.530, RT 3/RW 1",Sunny,pick up truck,Home,Terlambat,-6.8750079,107.6159521,3.3273686,99.1623025,2.0,13.4,cargo truck
fixe902710409,Dago,Pontianak,Deborah Nixon,Ryan Oneill,"Setiabudi No.362, RT 6/RW 4",Sunny,pick up truck,Electronics,Lebih Cepat Sampai,-6.8750079,107.6159521,-0.0226903,109.3447488,2.0,10.8,cargo truck
wnnf620957430,Jalan Braga,Tanjung Pinang,John Powers,Scott Le,"Cihampelas No.317, RT 10/RW 6",Sunny,cargo truck,Electronics,Lebih Cepat Sampai,-6.9168925,107.6091723,0.9236915,104.446094,2.0,11.6,cargo truck
dwhf060902421,Pasir Kaliki,Depok,Joseph Guzman,Cory Singh,"Kebon Kawung No.721, RT 9/RW 9",Sunny,pick up truck,Clothing,Terlambat,-6.9162852,107.5981344,-6.40719,106.8158371,6.0,11.4,cargo truck
htnr142375552,Setiabudi,Malang,Terry Alvarez,Denise Walker,"Cihampelas No.115, RT 7/RW 10",Sunny,cargo truck,Books,Terlambat,-6.8689938,107.5934024,-7.9771308,112.6340265,5.0,5.0,pick up truck
daqz149437319,Dago,Padang,Anthony Dillon,Yvonne Garrett,"Jalan Braga No.431, RT 10/RW 6",Sunny,pick up truck,Electronics,Lebih Cepat Sampai,-6.8750079,107.6159521,-0.9247587,100.3632561,1.0,8.9,van
ukcu968891956,Dago,Tebing Tinggi,Alison Jones,Melissa Brooks,"Dago No.979, RT 8/RW 3",Sunny,cargo truck,Cosmetics,Terlambat,-6.8750079,107.6159521,3.3273686,99.1623025,10.0,6.0,van
dzwi532874822,Setiabudi,Ternate,Kim Hernandez,Julia Wallace,"Buah Batu No.920, RT 5/RW 1",Sunny,pick up truck,Cosmetics,Lebih Cepat Sampai,-6.8689938,107.5934024,0.7852043,127.3832342,6.0,2.4,pick up truck
heer693295769,Ciwidey,Samarinda,Rebecca Mercado,Robert Lynch,"Kebon Kawung No.475, RT 10/RW 2",Sunny,pick up truck,Electronics,Tepat Waktu,-7.1027234,107.4641673,-0.5017804,117.1393089,1.0,9.3,van
xpii463413023,Cihampelas,Pekanbaru,Jacqueline Watson MD,Cheryl Lopez,"Riau No.632, RT 9/RW 4",Sunny,pick up truck,Clothing,Terlambat,-6.8989124,107.6043304,0.5262455,101.4515727,7.0,13.3,cargo truck
rrrk349527084,Cihampelas,Samarinda,Jose Jackson,Jonathan Singleton,"Kebon Kawung No.518, RT 3/RW 4",Sunny,pick up truck,Toys,Tepat Waktu,-6.8989124,107.6043304,-0.5017804,117.1393089,5.0,10.5,cargo truck
xuwm509591316,Kebon Kawung,Solok,Louis Ryan,Carolyn Wolfe,"Cihampelas No.231, RT 6/RW 5",Sunny,pick up truck,Home,Lebih Cepat Sampai,-6.9123708,107.6016929,-0.93103,100.804328,1.0,6.0,van
ddas793336742,Cihampelas,Surabaya,Nathan Rogers,Ryan Walker,"Kebon Kawung No.478, RT 3/RW 8",Sunny,cargo truck,Snacks,Lebih Cepat Sampai,-6.8989124,107.6043304,-7.2462836,112.7377674,10.0,4.0,pick up truck
zwtj593308104,Setiabudi,Jambi,Brandon Pugh,Michelle Craig,"Ciwidey No.858, RT 10/RW 4",Sunny,pick up truck,Sports,Terlambat,-6.8689938,107.5934024,-1.6394711,102.9454264,5.0,6.0,van
ravx047657672,Dago,Solok,Ann Moore,Jamie Miller,"Jalan Braga No.526, RT 3/RW 2",Sunny,pick up truck,Snacks,Terlambat,-6.8750079,107.6159521,-0.93103,100.804328,7.0,3.5,pick up truck
ngrk486706273,Riau,Mataram,Michael Lindsey,Mark Dean,"Ciwidey No.629, RT 4/RW 6",Sunny,pick up truck,Shoes,Lebih Cepat Sampai,-6.9064586,107.6147399,-8.5837726,116.10685,1.0,1.6,pick up truck
jozu410182697,Jalan Braga,Ternate,Emily Cortez,Kayla Owens,"Dago No.925, RT 10/RW 4",Sunny,pick up truck,Toys,Terlambat,-6.9168925,107.6091723,0.7852043,127.3832342,9.0,9.9,van
yzol112397428,Buah Batu,Semarang,April Randall,Ryan Wilson,"Kebon Kawung No.458, RT 1/RW 10",Sunny,pick up truck,Sports,Lebih Cepat Sampai,-6.9412463,107.6271905,-6.9903988,110.4229104,5.0,8.5,van
hgyf140479297,Kebon Kawung,Kupang,Aaron Osborne,Morgan Singleton,"Buah Batu No.697, RT 8/RW 3",Sunny,pick up truck,Toys,Lebih Cepat Sampai,-6.9123708,107.6016929,-10.1632209,123.6017755,3.0,3.3,pick up truck
dwzr238923058,Dago,Sorong,Samantha Bailey,Dana Miller,"Cihampelas No.884, RT 10/RW 9",Sunny,pick up truck,Electronics,Lebih Cepat Sampai,-6.8750079,107.6159521,-0.8634105,131.2544805,1.0,9.3,van
zlvf197968302,Jalan Braga,Solo,Kevin Mann,Keith Jackson,"Lembong No.524, RT 2/RW 6",Sunny,cargo truck,Clothing,Terlambat,-6.9168925,107.6091723,-7.5692489,110.828448,3.0,6.0,van
ljma738183350,Setiabudi,Pontianak,Holly Dominguez,Donna Fisher,"Riau No.658, RT 7/RW 7",Sunny,pick up truck,Clothing,Terlambat,-6.8689938,107.5934024,-0.0226903,109.3447488,2.0,5.6,van
bpav040107359,Dago,Bukittinggi,Joanna Wise,Debra Clark,"Riau No.225, RT 5/RW 7",Sunny,cargo truck,Cosmetics,Tepat Waktu,-6.8750079,107.6159521,-0.3051954,100.3694921,9.0,6.3,van
ejxk624051488,Riau,Binjai,Jacqueline Olsen,Ethan Rodriguez,"Riau No.156, RT 8/RW 5",Sunny,pick up truck,Books,Tepat Waktu,-6.9064586,107.6147399,3.6063964,98.4899865,8.0,7.2,van
zchp411311544,Jalan Braga,Salatiga,Ethan Ramirez,Sean Blanchard,"Lembong No.348, RT 1/RW 7",Sunny,cargo truck,Grocery,Terlambat,-6.9168925,107.6091723,-7.3302642,110.4995353,5.0,3.0,pick up truck
naum612098195,Dago,Lubuklinggau,Hector Smith,Damon Martinez,"Ciwidey No.687, RT 8/RW 3",Sunny,cargo truck,Home,Tepat Waktu,-6.8750079,107.6159521,-3.2919136,102.8715732,1.0,5.7,van
ouwc132047536,Dago,Jayapura,Francisco Jennings,Timothy Wall,"Buah Batu No.329, RT 5/RW 8",Sunny,pick up truck,Cosmetics,Terlambat,-6.8750079,107.6159521,-2.5387539,140.7037389,9.0,1.8,pick up truck
mmju058109263,Jalan Braga,South Tangerang,Louis Estrada,Tristan Wallace,"Ciwidey No.812, RT 9/RW 6",Sunny,van,Electronics,Lebih Cepat Sampai,-6.9168925,107.6091723,-6.3227016,106.7085737,1.0,9.0,van
upba529383204,Cihampelas,Banjarbaru,Hunter Robinson,Samantha Flynn,"Kebon Kawung No.735, RT 10/RW 4",Sunny,pick up truck,Cosmetics,Lebih Cepat Sampai,-6.8989124,107.6043304,-3.4430389,114.8308816,6.0,4.2,pick up truck
mrns025904291,Cihampelas,Mojokerto,Emily Thomas,Andrew Farley,"Cihampelas No.964, RT 10/RW 1",Sunny,pick up truck,Grocery,Terlambat,-6.8989124,107.6043304,-7.5413378,112.5094975,5.0,1.5,pick up truck
eeec780549688,Cihampelas,Banjarmasin,Mrs. Elizabeth Pierce MD,Kevin Brown,"Cihampelas No.166, RT 9/RW 10",Sunny,cargo truck,Home,Terlambat,-6.8989124,107.6043304,-3.3187496,114.5925828,1.0,6.1,van
jgwc340531496,Kebon Kawung,Metro,Benjamin Delgado,Jeremiah Huber,"Ciwidey No.773, RT 9/RW 4",Sunny,pick up truck,Snacks,Terlambat,-6.9123708,107.6016929,-5.1078839,105.3078642,5.0,3.0,pick up truck
cogc323463630,Riau,Manado,Mark Walker,April Wood,"Riau No.187, RT 5/RW 7",Sunny,cargo truck,Books,Terlambat,-6.9064586,107.6147399,1.4900578,124.8408708,6.0,3.0,pick up truck
qykz100710953,Lembong,Ambon,Stacy Tran,Michael Costa,"Pasir Kaliki No.69, RT 9/RW 4",Sunny,cargo truck,Sports,Terlambat,-6.9165602,107.610072,-3.6959434,128.178785,4.0,6.0,van
xbnr302379333,Setiabudi,Cimahi,Lisa Miller,Charles Peterson,"Ciwidey No.332, RT 1/RW 4",Sunny,pick up truck,Toys,Lebih Cepat Sampai,-6.8689938,107.5934024,-6.8731527,107.5423099,3.0,5.7,van
horh866663316,Cihampelas,Kupang,Nathaniel Wallace,Charles Hardin,"Jalan Braga No.496, RT 1/RW 2",Sunny,pick up truck,Books,Terlambat,-6.8989124,107.6043304,-10.1632209,123.6017755,8.0,6.4,van
koem421696610,Jalan Braga,Pagar Alam,Mr. Christopher Harper,James Chen,"Pasir Kaliki No.115, RT 9/RW 3",Sunny,pick up truck,Snacks,Terlambat,-6.9168925,107.6091723,-4.0209526,103.2501603,8.0,4.8,pick up truck
otvq724202820,Riau,Bekasi,Christopher Kirby,Timothy Henderson,"Jalan Braga No.111, RT 1/RW 8",Sunny,pick up truck,Sports,Tepat Waktu,-6.9064586,107.6147399,-6.2349858,106.9945444,2.0,3.6,pick up truck
mbxu622856925,Pasir Kaliki,Sawahlunto,Kevin Ali,Nicholas Davis,"Cihampelas No.538, RT 10/RW 9",Sunny,pick up truck,Cosmetics,Lebih Cepat Sampai,-6.9162852,107.5981344,-0.6818141,100.778552,5.0,5.0,pick up truck
lhkj415289334,Cihampelas,Lubuklinggau,Robert Murphy,Kelsey Dorsey,"Jalan Braga No.734, RT 3/RW 9",Sunny,cargo truck,Snacks,Lebih Cepat Sampai,-6.8989124,107.6043304,-3.2919136,102.8715732,10.0,9.0,van
rhon563282739,Dago,Solo,Ronald Wilson,Steven Delacruz,"Lembong No.794, RT 9/RW 6",Sunny,pick up truck,Sports,Terlambat,-6.8750079,107.6159521,-7.5692489,110.828448,7.0,7.7,van
dakf547481920,Buah Batu,Sawahlunto,Ryan Price,Leah Todd,"Buah Batu No.624, RT 8/RW 10",Sunny,pick up truck,Clothing,Tepat Waktu,-6.9412463,107.6271905,-0.6818141,100.778552,6.0,10.8,cargo truck
kpzh855681732,Riau,Depok,Thomas Cameron,Todd Camacho,"Setiabudi No.448, RT 4/RW 3",Sunny,pick up truck,Books,Terlambat,-6.9064586,107.6147399,-6.40719,106.8158371,8.0,6.4,van
ebrg866900923,Dago,Makassar,Natalie Robinson,Deanna Torres,"Dago No.210, RT 7/RW 10",Sunny,pick up truck,Sports,Terlambat,-6.8750079,107.6159521,-5.1342962,119.4124282,5.0,10.5,cargo truck
wwzj570830881,Riau,Samarinda,Charles Williams,Michael Shannon,"Jalan Braga No.375, RT 9/RW 5",Sunny,pick up truck,Snacks,Terlambat,-6.9064586,107.6147399,-0.5017804,117.1393089,5.0,2.0,pick up truck
qdlq278483958,Jalan Braga,Tebing Tinggi,Amanda Cooper,Andrea Collins,"Pasir Kaliki No.818, RT 5/RW 10",Sunny,cargo truck,Snacks,Tepat Waktu,-6.9168925,107.6091723,3.3273686,99.1623025,7.0,6.3,van
ccty677683718,Dago,Metro,Joseph Bell,Daniel Orozco,"Jalan Braga No.9, RT 3/RW 6",Sunny,pick up truck,Shoes,Tepat Waktu,-6.8750079,107.6159521,-5.1078839,105.3078642,5.0,5.5,van
jaeo818631474,Pasir Kaliki,Dumai,Kayla Scott,Michael Farmer,"Lembong No.710, RT 6/RW 5",Sunny,cargo truck,Books,Lebih Cepat Sampai,-6.9162852,107.5981344,1.6631967,101.4470369,6.0,6.0,van
apgu802166518,Kebon Kawung,Banda Aceh,Deanna Harris,John Burgess,"Pasir Kaliki No.976, RT 4/RW 5",Sunny,pick up truck,Toys,Terlambat,-6.9123708,107.6016929,5.5528455,95.3192908,9.0,13.5,cargo truck
thfc822550508,Lembong,Jayapura,Isaac Logan,David Mckenzie,"Kebon Kawung No.2, RT 9/RW 1",Sunny,pick up truck,Grocery,Lebih Cepat Sampai,-6.9165602,107.610072,-2.5387539,140.7037389,7.0,4.9,pick up truck
upoe971158275,Dago,Manado,Christian Orr,Brian Thompson,"Cihampelas No.98, RT 7/RW 5",Sunny,pick up truck,Shoes,Terlambat,-6.8750079,107.6159521,1.4900578,124.8408708,3.0,5.4,van
vpdv492161328,Pasir Kaliki,Bukittinggi,Derrick Johnson,Robert Griffin,"Jalan Braga No.861, RT 3/RW 5",Sunny,pick up truck,Clothing,Terlambat,-6.9162852,107.5981344,-0.3051954,100.3694921,4.0,10.0,van
pfej567715801,Riau,Pagar Alam,Todd Floyd,Jonathan Savage,"Kebon Kawung No.154, RT 1/RW 10",Sunny,van,Electronics,Lebih Cepat Sampai,-6.9064586,107.6147399,-4.0209526,103.2501603,3.0,15.0,cargo truck
xicj838671193,Cihampelas,Mojokerto,Michael Ponce,Natasha Lee,"Setiabudi No.302, RT 10/RW 9",Sunny,pick up truck,Shoes,Tepat Waktu,-6.8989124,107.6043304,-7.5413378,112.5094975,3.0,6.0,van
asia167933869,Dago,Salatiga,Daniel Vargas,Neil Dennis,"Ciwidey No.853, RT 10/RW 8",Sunny,pick up truck,Books,Terlambat,-6.8750079,107.6159521,-7.3302642,110.4995353,7.0,2.8,pick up truck
acru554989602,Cihampelas,Makassar,Lisa Brown,Brian Friedman,"Pasir Kaliki No.237, RT 4/RW 4",Sunny,pick up truck,Sports,Lebih Cepat Sampai,-6.8989124,107.6043304,-5.1342962,119.4124282,6.0,8.4,van
otls162435105,Dago,Pagar Alam,Darlene Clark,Jennifer Kelly,"Ciwidey No.15, RT 6/RW 6",Sunny,cargo truck,Electronics,Lebih Cepat Sampai,-6.8750079,107.6159521,-4.0209526,103.2501603,1.0,8.6,van
urck584771854,Jalan Braga,Palu,Anthony Yang,Christopher Curtis,"Ciwidey No.200, RT 5/RW 8",Sunny,cargo truck,Cosmetics,Lebih Cepat Sampai,-6.9168925,107.6091723,-0.9051548,119.8722373,10.0,6.0,van
qoim365103108,Cihampelas,Pagar Alam,Mark Rodriguez,Luke Carter,"Jalan Braga No.76, RT 1/RW 4",Sunny,cargo truck,Clothing,Tepat Waktu,-6.8989124,107.6043304,-4.0209526,103.2501603,4.0,9.2,van
ltiv026596650,Pasir Kaliki,Bekasi,Vincent Hawkins,Luis Weaver,"Dago No.176, RT 1/RW 7",Sunny,pick up truck,Books,Lebih Cepat Sampai,-6.9162852,107.5981344,-6.2349858,106.9945444,6.0,5.4,van
sbbb024042366,Cihampelas,Bekasi,Danny Brooks,Jose Anderson,"Kebon Kawung No.962, RT 5/RW 2",Sunny,van,Sports,Lebih Cepat Sampai,-6.8989124,107.6043304,-6.2349858,106.9945444,2.0,5.0,pick up truck
vwph723193612,Dago,Solok,Tracy Moore,Gabriel Graham,"Jalan Braga No.699, RT 10/RW 4",Sunny,pick up truck,Home,Terlambat,-6.8750079,107.6159521,-0.93103,100.804328,2.0,10.6,cargo truck
evqz616370365,Dago,Malang,Lisa Powell,Jamie Walsh,"Ciwidey No.640, RT 2/RW 5",Sunny,pick up truck,Electronics,Lebih Cepat Sampai,-6.8750079,107.6159521,-7.9771308,112.6340265,2.0,14.2,cargo truck
lrfc113013145,Dago,Jambi,Adam Anderson,Rachel Davenport,"Pasir Kaliki No.107, RT 8/RW 6",Sunny,cargo truck,Books,Lebih Cepat Sampai,-6.8750079,107.6159521,-1.6394711,102.9454264,6.0,2.4,pick up truck
guqk888027355,Dago,Solok,Sabrina Munoz,Daisy Smith,"Setiabudi No.617, RT 3/RW 9",Sunny,cargo truck,Snacks,Terlambat,-6.8750079,107.6159521,-0.93103,100.804328,9.0,9.0,van
kynv850632058,Buah Batu,Mataram,Katie Cannon,Sherry Miller,"Setiabudi No.60, RT 10/RW 1",Sunny,van,Shoes,Terlambat,-6.9412463,107.6271905,-8.5837726,116.10685,6.0,13.8,cargo truck
vxup847883873,Cihampelas,Pontianak,Daniel Hill,Rebecca Silva,"Riau No.877, RT 5/RW 10",Sunny,pick up truck,Shoes,Terlambat,-6.8989124,107.6043304,-0.0226903,109.3447488,3.0,6.9,van
dktl160833310,Ciwidey,Samarinda,Patricia Hill,Carl Wade,"Pasir Kaliki No.982, RT 1/RW 10",Sunny,cargo truck,Snacks,Tepat Waktu,-7.1027234,107.4641673,-0.5017804,117.1393089,5.0,2.5,pick up truck
zvom456144389,Lembong,Dumai,Patricia Mitchell,Crystal Buckley,"Ciwidey No.406, RT 3/RW 2",Sunny,van,Home,Terlambat,-6.9165602,107.610072,1.6631967,101.4470369,1.0,5.7,van
fluo493386783,Setiabudi,Sawahlunto,Kathleen Mccann,Mr. William Williams II,"Lembong No.204, RT 2/RW 3",Sunny,pick up truck,Books,Terlambat,-6.8689938,107.5934024,-0.6818141,100.778552,8.0,8.0,van
zxpj199434648,Jalan Braga,Solok,Sara Jones,Joseph Conner,"Cihampelas No.662, RT 5/RW 4",Sunny,pick up truck,Grocery,Terlambat,-6.9168925,107.6091723,-0.93103,100.804328,10.0,7.0,van
aihb934158729,Dago,Jayapura,Kathleen Bradshaw,Dan Ferguson,"Kebon Kawung No.658, RT 4/RW 9",Sunny,pick up truck,Cosmetics,Terlambat,-6.8750079,107.6159521,-2.5387539,140.7037389,7.0,4.2,pick up truck
kczt009877782,Pasir Kaliki,Pontianak,Belinda Benitez,Joshua Parker,"Ciwidey No.949, RT 3/RW 5",Sunny,cargo truck,Electronics,Terlambat,-6.9162852,107.5981344,-0.0226903,109.3447488,1.0,8.8,van
grik774805783,Kebon Kawung,Cilegon,James Fry,Cynthia Jackson,"Buah Batu No.528, RT 10/RW 1",Sunny,pick up truck,Snacks,Lebih Cepat Sampai,-6.9123708,107.6016929,-6.017389,106.0537688,6.0,4.2,pick up truck
hjma048836825,Jalan Braga,Cimahi,Gordon Morris,Danielle Wong,"Dago No.610, RT 10/RW 9",Sunny,cargo truck,Sports,Terlambat,-6.9168925,107.6091723,-6.8731527,107.5423099,7.0,9.1,van
sjbl869697367,Dago,Gresik,Thomas Ellis,Mark Lewis,"Setiabudi No.235, RT 2/RW 8",Sunny,pick up truck,Electronics,Lebih Cepat Sampai,-6.8750079,107.6159521,-5.7933465,112.6598223,1.0,10.0,van
kbqd751459221,Kebon Kawung,Metro,Richard Neal,Jillian Miller,"Riau No.73, RT 6/RW 6",Sunny,cargo truck,Snacks,Lebih Cepat Sampai,-6.9123708,107.6016929,-5.1078839,105.3078642,9.0,4.5,pick up truck
asap133806803,Kebon Kawung,Pagar Alam,Alexandra Carson,Stephanie Barton,"Buah Batu No.483, RT 7/RW 2",Sunny,pick up truck,Toys,Tepat Waktu,-6.9123708,107.6016929,-4.0209526,103.2501603,5.0,7.0,van
qwdd043629774,Kebon Kawung,Jakarta,Mary Fernandez,Rebecca Lowery,"Setiabudi No.181, RT 3/RW 7",Sunny,cargo truck,Home,Terlambat,-6.9123708,107.6016929,-6.1754049,106.827168,1.0,8.9,van
sucs155278705,Cihampelas,Ambon,Monica Bowman,Taylor Schwartz,"Buah Batu No.910, RT 4/RW 4",Sunny,pick up truck,Cosmetics,Tepat Waktu,-6.8989124,107.6043304,-3.6959434,128.178785,9.0,9.0,van
cjpi766737238,Pasir Kaliki,Ambon,Megan Jones,Adriana Nelson,"Jalan Braga No.656, RT 2/RW 9",Sunny,pick up truck,Books,Terlambat,-6.9162852,107.5981344,-3.6959434,128.178785,6.0,3.0,pick up truck
vmqx249086899,Dago,Samarinda,Christopher Abbott,Tiffany Williams,"Pasir Kaliki No.174, RT 10/RW 5",Sunny,cargo truck,Toys,Lebih Cepat Sampai,-6.8750079,107.6159521,-0.5017804,117.1393089,3.0,5.1,van
wlyt539257543,Riau,Lubuklinggau,Ethan Rivera,James Wolf,"Dago No.781, RT 6/RW 8",Sunny,pick up truck,Books,Terlambat,-6.9064586,107.6147399,-3.2919136,102.8715732,9.0,8.1,van
sxhr571720581,Setiabudi,Medan,Anthony Collier,Terry Smith,"Kebon Kawung No.936, RT 3/RW 2",Sunny,pick up truck,Electronics,Terlambat,-6.8689938,107.5934024,3.5894617,98.6741623,1.0,6.6,van
wmqu195271089,Jalan Braga,Dumai,Shannon Daniels,Jerry Jackson,"Setiabudi No.572, RT 5/RW 10",Sunny,pick up truck,Snacks,Terlambat,-6.9168925,107.6091723,1.6631967,101.4470369,5.0,3.5,pick up truck
kjei595862586,Lembong,Bali (Denpasar),Anthony Brennan,Laura Reyes,"Buah Batu No.979, RT 8/RW 5",Sunny,pick up truck,Books,Lebih Cepat Sampai,-6.9165602,107.610072,-8.6723373,115.2262339,6.0,1.2,pick up truck
pmxu699236737,Riau,Banda Aceh,Billy Duncan,James Davis,"Cihampelas No.489, RT 1/RW 8",Sunny,cargo truck,Snacks,Terlambat,-6.9064586,107.6147399,5.5528455,95.3192908,7.0,2.1,pick up truck
aalq500110937,Cihampelas,Ternate,Mary Scott,Peter Gonzalez,"Riau No.400, RT 4/RW 3",Sunny,cargo truck,Clothing,Tepat Waktu,-6.8989124,107.6043304,0.7852043,127.3832342,5.0,6.0,van
wkek946053667,Cihampelas,Malang,Jessica Garcia,Scott Moore,"Jalan Braga No.692, RT 4/RW 8",Sunny,pick up truck,Clothing,Lebih Cepat Sampai,-6.8989124,107.6043304,-7.9771308,112.6340265,10.0,15.0,cargo truck
vhya656289264,Setiabudi,Semarang,Eduardo Sanders,Deborah Anthony,"Buah Batu No.769, RT 1/RW 10",Sunny,cargo truck,Books,Lebih Cepat Sampai,-6.8689938,107.5934024,-6.9903988,110.4229104,8.0,7.2,van
feto622242774,Kebon Kawung,Palu,Kenneth Rodriguez,Trevor Moore,"Ciwidey No.484, RT 8/RW 2",Sunny,pick up truck,Cosmetics,Terlambat,-6.9123708,107.6016929,-0.9051548,119.8722373,8.0,5.6,van
iuav518324369,Dago,Mojokerto,John Marshall,William Patel,"Dago No.584, RT 6/RW 5",Sunny,van,Books,Tepat Waktu,-6.8750079,107.6159521,-7.5413378,112.5094975,9.0,9.0,van
bkeq126094080,Dago,Sungaipenuh,Jeremy Daugherty,Timothy Vaughn,"Setiabudi No.19, RT 8/RW 9",Sunny,pick up truck,Cosmetics,Lebih Cepat Sampai,-6.8750079,107.6159521,-2.091525,101.4151342,7.0,2.1,pick up truck
njgo127778512,Buah Batu,Gresik,Joseph Cameron,Justin Smith,"Pasir Kaliki No.585, RT 8/RW 10",Sunny,pick up truck,Grocery,Tepat Waktu,-6.9412463,107.6271905,-5.7933465,112.6598223,5.0,4.0,pick up truck
zxvj052086274,Setiabudi,Jambi,Carl Roberts,Frank Lee,"Buah Batu No.61, RT 8/RW 7",Sunny,pick up truck,Cosmetics,Terlambat,-6.8689938,107.5934024,-1.6394711,102.9454264,6.0,6.0,van
hhsh454725855,Buah Batu,Bekasi,Ryan Perez,Jamie Medina,"Dago No.697, RT 4/RW 1",Sunny,cargo truck,Electronics,Lebih Cepat Sampai,-6.9412463,107.6271905,-6.2349858,106.9945444,2.0,12.2,cargo truck
kzwy082574092,Dago,Bekasi,Nancy Stevens,Hunter Garcia,"Pasir Kaliki No.566, RT 5/RW 1",Sunny,pick up truck,Sports,Terlambat,-6.8750079,107.6159521,-6.2349858,106.9945444,5.0,9.0,van
zexy153264880,Lembong,Cimahi,Jessica Lozano,Philip Daugherty,"Riau No.701, RT 8/RW 4",Sunny,cargo truck,Home,Terlambat,-6.9165602,107.610072,-6.8731527,107.5423099,1.0,8.0,van
pfby842976999,Pasir Kaliki,Palu,Anna Morales,Shannon Mills,"Pasir Kaliki No.995, RT 7/RW 6",Sunny,cargo truck,Books,Terlambat,-6.9162852,107.5981344,-0.9051548,119.8722373,8.0,5.6,van
unwz609698464,Setiabudi,Sungaipenuh,Janet Johnson DDS,Megan Gilbert,"Setiabudi No.316, RT 5/RW 5",Sunny,cargo truck,Electronics,Lebih Cepat Sampai,-6.8689938,107.5934024,-2.091525,101.4151342,2.0,12.0,cargo truck
kdmf215395396,Kebon Kawung,Kendal,Chris Cole,Tamara George,"Kebon Kawung No.450, RT 2/RW 4",Sunny,pick up truck,Shoes,Lebih Cepat Sampai,-6.9123708,107.6016929,-7.0190966,110.1374757,1.0,1.6,pick up truck
liiv859791787,Dago,Metro,Kimberly Chang,Isabella Jackson,"Ciwidey No.736, RT 5/RW 9",Sunny,van,Home,Lebih Cepat Sampai,-6.8750079,107.6159521,-5.1078839,105.3078642,2.0,10.8,cargo truck
dblf441738927,Ciwidey,Bukittinggi,Brandi Campbell DVM,Michael Duran,"Ciwidey No.828, RT 9/RW 6",Sunny,cargo truck,Clothing,Tepat Waktu,-7.1027234,107.4641673,-0.3051954,100.3694921,6.0,11.4,cargo truck
imnx954838059,Kebon Kawung,Sawahlunto,Jeffery Johnson,Nicholas Porter,"Jalan Braga No.519, RT 2/RW 6",Sunny,cargo truck,Clothing,Terlambat,-6.9123708,107.6016929,-0.6818141,100.778552,3.0,7.8,van
xkal637280153,Jalan Braga,Mataram,Justin Watkins,William Henderson,"Dago No.640, RT 1/RW 8",Sunny,van,Electronics,Lebih Cepat Sampai,-6.9168925,107.6091723,-8.5837726,116.10685,1.0,6.0,van
lupq818963202,Riau,Kupang,James Myers,Jose Alvarez,"Pasir Kaliki No.537, RT 4/RW 7",Sunny,pick up truck,Electronics,Tepat Waktu,-6.9064586,107.6147399,-10.1632209,123.6017755,2.0,13.0,cargo truck
zzpb375037505,Pasir Kaliki,Cimahi,Glen Schmidt,Mary Kelly,"Riau No.7, RT 6/RW 7",Sunny,cargo truck,Snacks,Tepat Waktu,-6.9162852,107.5981344,-6.8731527,107.5423099,10.0,6.0,van
aykg167786390,Ciwidey,Sorong,Paul Ball,Ethan Gonzales,"Ciwidey No.514, RT 10/RW 6",Sunny,van,Clothing,Tepat Waktu,-7.1027234,107.4641673,-0.8634105,131.2544805,5.0,12.0,cargo truck
tjwx473238622,Ciwidey,Banjarbaru,Patricia Reid,Sean Miller,"Dago No.186, RT 1/RW 4",Sunny,pick up truck,Sports,Terlambat,-7.1027234,107.4641673,-3.4430389,114.8308816,5.0,14.5,cargo truck
oiqv043551989,Cihampelas,Kupang,Paul Rojas,Audrey Wright,"Riau No.700, RT 5/RW 1",Sunny,pick up truck,Electronics,Lebih Cepat Sampai,-6.8989124,107.6043304,-10.1632209,123.6017755,1.0,8.2,van
znax018066976,Kebon Kawung,Tebing Tinggi,Anna Chen,Megan Carter,"Ciwidey No.963, RT 4/RW 5",Sunny,pick up truck,Cosmetics,Terlambat,-6.9123708,107.6016929,3.3273686,99.1623025,5.0,4.5,pick up truck
gebh256532548,Jalan Braga,Tanjung Pinang,Peggy Garza,James Lara,"Pasir Kaliki No.84, RT 2/RW 1",Sunny,pick up truck,Clothing,Lebih Cepat Sampai,-6.9168925,107.6091723,0.9236915,104.446094,2.0,2.4,pick up truck
knbi333416030,Lembong,Dumai,Scott Phillips,Vanessa Callahan,"Jalan Braga No.515, RT 4/RW 9",Sunny,pick up truck,Grocery,Terlambat,-6.9165602,107.610072,1.6631967,101.4470369,10.0,7.0,van
njoy447064215,Setiabudi,Jambi,Thomas Smith,William Galloway,"Jalan Braga No.409, RT 8/RW 7",Sunny,pick up truck,Home,Tepat Waktu,-6.8689938,107.5934024,-1.6394711,102.9454264,1.0,7.2,van
mlkr724159500,Pasir Kaliki,Mojokerto,Jessica Clark,Vanessa Watkins,"Ciwidey No.547, RT 10/RW 1",Sunny,pick up truck,Snacks,Lebih Cepat Sampai,-6.9162852,107.5981344,-7.5413378,112.5094975,5.0,2.5,pick up truck
fwgl021162686,Cihampelas,Palu,Michael Lucas,Sarah Banks,"Buah Batu No.478, RT 1/RW 5",Sunny,cargo truck,Shoes,Lebih Cepat Sampai,-6.8989124,107.6043304,-0.9051548,119.8722373,7.0,7.0,van
